Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
SE;SP;SOROCABA;COMPETRO COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA; 00.003.188/0001-21;RUA HUMBERTO DE CAMPOS;306;;JARDIM ZULMIRA;18061-000;GASOLINA;01/07/2020;3,559;3,253;R$ / litro;BRANCA
SE;SP;SOROCABA;COMPETRO COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA; 00.003.188/0001-21;RUA HUMBERTO DE CAMPOS;306;;JARDIM ZULMIRA;18061-000;ETANOL;01/07/2020;2,329;2,1193;R$ / litro;BRANCA
SE;SP;SOROCABA;COMPETRO COMERCIO E DISTRIBUICAO DE DERIVADOS DE PETROLEO LTDA; 00.003.188/0001-21;RUA HUMBERTO DE CAMPOS;306;;JARDIM ZULMIRA;18061-000;DIESEL S10;01/07/2020;2,859;;R$ / litro;BRANCA
NE;BA;SALVADOR;PETROBRAS DISTRIBUIDORA S.A.; 34.274.233/0015-08;RUA EDISTIO PONDE;474;;STIEP;41770-395;GASOLINA;02/07/2020;4,29;3,7676;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;PETROBRAS DISTRIBUIDORA S.A.; 34.274.233/0015-08;RUA EDISTIO PONDE;474;;STIEP;41770-395;ETANOL;02/07/2020;3,29;2,6651;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;PETROBRAS DISTRIBUIDORA S.A.; 34.274.233/0015-08;RUA EDISTIO PONDE;474;;STIEP;41770-395;DIESEL S10;02/07/2020;2,99;3,0649;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;SALVADOR;PETROBRAS DISTRIBUIDORA S.A.; 34.274.233/0015-08;RUA EDISTIO PONDE;474;;STIEP;41770-395;GNV;02/07/2020;3,02;2,0316;R$ / m³;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ARAPIRACA;AUTO POSTO MASSARANDUBA LTDA.; 07.248.398/0001-29;RODOVIA AL 220;4698;;PLANALTO;57308-000;GASOLINA;01/07/2020;4,18;3,57;R$ / litro;BRANCA
NE;AL;ARAPIRACA;AUTO POSTO MASSARANDUBA LTDA.; 07.248.398/0001-29;RODOVIA AL 220;4698;;PLANALTO;57308-000;ETANOL;01/07/2020;3,39;;R$ / litro;BRANCA
NE;AL;ARAPIRACA;AUTO POSTO MASSARANDUBA LTDA.; 07.248.398/0001-29;RODOVIA AL 220;4698;;PLANALTO;57308-000;DIESEL;01/07/2020;2,99;2,67;R$ / litro;BRANCA
NE;AL;ARAPIRACA;AUTO POSTO MASSARANDUBA LTDA.; 07.248.398/0001-29;RODOVIA AL 220;4698;;PLANALTO;57308-000;DIESEL S10;01/07/2020;3,19;2,77;R$ / litro;BRANCA
NE;AL;ARAPIRACA;COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES VITAL LTDA.; 02.817.655/0001-82;RODOVIA AL 220 - KM 06;S/N;;PLANALTO;57308-000;GASOLINA;01/07/2020;4,299;3,7417;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ARAPIRACA;COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES VITAL LTDA.; 02.817.655/0001-82;RODOVIA AL 220 - KM 06;S/N;;PLANALTO;57308-000;ETANOL;01/07/2020;3,299;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ARAPIRACA;COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES VITAL LTDA.; 02.817.655/0001-82;RODOVIA AL 220 - KM 06;S/N;;PLANALTO;57308-000;DIESEL;01/07/2020;3,299;2,7908;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ARAPIRACA;COMERCIAL DE COMBUSTIVEIS E LUBRIFICANTES VITAL LTDA.; 02.817.655/0001-82;RODOVIA AL 220 - KM 06;S/N;;PLANALTO;57308-000;DIESEL S10;01/07/2020;3,299;2,9632;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;ARAPIRACA;J. R. SOARES & SOUZA LTDA ME; 35.370.972/0001-52;RUA CORONEL VICENTE RAMOS;838;;OLHO D¿AGUA DOS CAZUZINHOS;57312-350;GASOLINA;01/07/2020;4,19;3,6266;R$ / litro;BRANCA
NE;AL;ARAPIRACA;J. R. SOARES & SOUZA LTDA ME; 35.370.972/0001-52;RUA CORONEL VICENTE RAMOS;838;;OLHO D¿AGUA DOS CAZUZINHOS;57312-350;ETANOL;01/07/2020;3,39;2,79;R$ / litro;BRANCA
NE;AL;ARAPIRACA;J. R. SOARES & SOUZA LTDA ME; 35.370.972/0001-52;RUA CORONEL VICENTE RAMOS;838;;OLHO D¿AGUA DOS CAZUZINHOS;57312-350;DIESEL;01/07/2020;2,99;2,77;R$ / litro;BRANCA
NE;AL;ARAPIRACA;DISTRIBUIDORA DE VEICULOS CONFIANCA LIMITADA; 12.396.339/0001-38;RUA QUINZE DE NOVEMBRO;451;;BRASILIA;57313-015;GASOLINA;01/07/2020;4,199;3,715;R$ / litro;RAIZEN
NE;AL;ARAPIRACA;DISTRIBUIDORA DE VEICULOS CONFIANCA LIMITADA; 12.396.339/0001-38;RUA QUINZE DE NOVEMBRO;451;;BRASILIA;57313-015;ETANOL;01/07/2020;3,599;2,889;R$ / litro;RAIZEN
NE;AL;ARAPIRACA;DISTRIBUIDORA DE VEICULOS CONFIANCA LIMITADA; 12.396.339/0001-38;RUA QUINZE DE NOVEMBRO;451;;BRASILIA;57313-015;DIESEL S10;01/07/2020;3,399;2,943;R$ / litro;RAIZEN
NE;AL;ARAPIRACA;IBN PINTO E SILVA & CIA LTDA; 01.242.690/0002-39;AVENIDA EMIDIO DE LIMA,;23;;JARDIM ESPERANCA;57304-820;GASOLINA;01/07/2020;4,299;3,7833;R$ / litro;IPIRANGA
NE;AL;ARAPIRACA;IBN PINTO E SILVA & CIA LTDA; 01.242.690/0002-39;AVENIDA EMIDIO DE LIMA,;23;;JARDIM ESPERANCA;57304-820;ETANOL;01/07/2020;3,099;2,7401;R$ / litro;IPIRANGA
NE;AL;ARAPIRACA;IBN PINTO E SILVA & CIA LTDA; 01.242.690/0002-39;AVENIDA EMIDIO DE LIMA,;23;;JARDIM ESPERANCA;57304-820;DIESEL;01/07/2020;3,099;2,764;R$ / litro;IPIRANGA
NE;AL;ARAPIRACA;IBN PINTO E SILVA & CIA LTDA; 01.242.690/0002-39;AVENIDA EMIDIO DE LIMA,;23;;JARDIM ESPERANCA;57304-820;DIESEL S10;01/07/2020;3,199;3,1118;R$ / litro;IPIRANGA
NE;AL;DELMIRO GOUVEIA;AUTO POSTO FREITAS & MAIA LTDA; 12.436.978/0001-80;RUA FLORIANO PEIXOTO;247;;CENTRO;57480-000;GASOLINA;01/07/2020;5,11;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DELMIRO GOUVEIA;AUTO POSTO FREITAS & MAIA LTDA; 12.436.978/0001-80;RUA FLORIANO PEIXOTO;247;;CENTRO;57480-000;ETANOL;01/07/2020;3,799;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DELMIRO GOUVEIA;AUTO POSTO FREITAS & MAIA LTDA; 12.436.978/0001-80;RUA FLORIANO PEIXOTO;247;;CENTRO;57480-000;DIESEL;01/07/2020;3,98;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;DELMIRO GOUVEIA;AUTO POSTO FREITAS & MAIA LTDA; 12.436.978/0001-80;RUA FLORIANO PEIXOTO;247;;CENTRO;57480-000;DIESEL S10;01/07/2020;3,99;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;PALMEIRA DOS INDIOS;SEVERINO S. LOPES & CIA. LTDA.; 05.331.412/0002-09;AVENIDA MUNIZ FALCÃO;1640;LOTES 08 E 09, LOT. GASTÃO LEÃO REGO;JOSÉ MAIA COSTA;57605-260;GASOLINA;01/07/2020;4,249;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;PALMEIRA DOS INDIOS;SEVERINO S. LOPES & CIA. LTDA.; 05.331.412/0002-09;AVENIDA MUNIZ FALCÃO;1640;LOTES 08 E 09, LOT. GASTÃO LEÃO REGO;JOSÉ MAIA COSTA;57605-260;ETANOL;01/07/2020;3,299;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;PALMEIRA DOS INDIOS;SEVERINO S. LOPES & CIA. LTDA.; 05.331.412/0002-09;AVENIDA MUNIZ FALCÃO;1640;LOTES 08 E 09, LOT. GASTÃO LEÃO REGO;JOSÉ MAIA COSTA;57605-260;DIESEL;01/07/2020;3,449;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;PALMEIRA DOS INDIOS;SEVERINO S. LOPES & CIA. LTDA.; 05.331.412/0002-09;AVENIDA MUNIZ FALCÃO;1640;LOTES 08 E 09, LOT. GASTÃO LEÃO REGO;JOSÉ MAIA COSTA;57605-260;DIESEL S10;01/07/2020;3,549;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;PALMEIRA DOS INDIOS;SEVERINO S. LOPES & CIA. LTDA.; 05.331.412/0002-09;AVENIDA MUNIZ FALCÃO;1640;LOTES 08 E 09, LOT. GASTÃO LEÃO REGO;JOSÉ MAIA COSTA;57605-260;GNV;01/07/2020;3,6;;R$ / m³;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;PALMEIRA DOS INDIOS;A. B. LESSA NETO & CIA LTDA; 05.562.589/0001-35;AVENIDA VIEIRA DE BRITO;1888;;VILA MARIA;57607-570;GASOLINA;01/07/2020;4,24;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;PALMEIRA DOS INDIOS;A. B. LESSA NETO & CIA LTDA; 05.562.589/0001-35;AVENIDA VIEIRA DE BRITO;1888;;VILA MARIA;57607-570;ETANOL;01/07/2020;3,33;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;PALMEIRA DOS INDIOS;A. B. LESSA NETO & CIA LTDA; 05.562.589/0001-35;AVENIDA VIEIRA DE BRITO;1888;;VILA MARIA;57607-570;DIESEL;01/07/2020;3,29;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;PALMEIRA DOS INDIOS;A. B. LESSA NETO & CIA LTDA; 05.562.589/0001-35;AVENIDA VIEIRA DE BRITO;1888;;VILA MARIA;57607-570;DIESEL S10;01/07/2020;3,31;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;PALMEIRA DOS INDIOS;SOARES E SOUZA LTDA; 05.408.092/0002-48;AVENIDA ROTARY;490;;PALMEIRA DE FORA;57608-400;GASOLINA;01/07/2020;4,09;3,62;R$ / litro;BRANCA
NE;AL;PALMEIRA DOS INDIOS;SOARES E SOUZA LTDA; 05.408.092/0002-48;AVENIDA ROTARY;490;;PALMEIRA DE FORA;57608-400;ETANOL;01/07/2020;3,39;2,54;R$ / litro;BRANCA
NE;AL;PALMEIRA DOS INDIOS;SOARES E SOUZA LTDA; 05.408.092/0002-48;AVENIDA ROTARY;490;;PALMEIRA DE FORA;57608-400;DIESEL;01/07/2020;2,999;2,57;R$ / litro;BRANCA
NE;AL;PALMEIRA DOS INDIOS;J. R. SOARES & SOUZA LTDA ME; 35.370.972/0003-14;AVENIDA VIEIRA DE BRITO;680;;SÃO CRISTÓVÃO;57607-010;GASOLINA;01/07/2020;4,25;3,6266;R$ / litro;BRANCA
NE;AL;PALMEIRA DOS INDIOS;J. R. SOARES & SOUZA LTDA ME; 35.370.972/0003-14;AVENIDA VIEIRA DE BRITO;680;;SÃO CRISTÓVÃO;57607-010;ETANOL;01/07/2020;3,29;2,5952;R$ / litro;BRANCA
NE;AL;PALMEIRA DOS INDIOS;J. R. SOARES & SOUZA LTDA ME; 35.370.972/0003-14;AVENIDA VIEIRA DE BRITO;680;;SÃO CRISTÓVÃO;57607-010;DIESEL;01/07/2020;3,15;2,5767;R$ / litro;BRANCA
NE;AL;PALMEIRA DOS INDIOS;BALBINO & CIA LTDA; 08.623.068/0001-39;AVENIDA GOVERNADOR MUNIZ FALCAO;1001;TERREO;SAO FRANCISCO;57607-280;GASOLINA;01/07/2020;4,099;3,8269;R$ / litro;RAIZEN
NE;AL;PALMEIRA DOS INDIOS;BALBINO & CIA LTDA; 08.623.068/0001-39;AVENIDA GOVERNADOR MUNIZ FALCAO;1001;TERREO;SAO FRANCISCO;57607-280;DIESEL;01/07/2020;3,33;2,9383;R$ / litro;RAIZEN
NE;AL;PALMEIRA DOS INDIOS;BALBINO & CIA LTDA; 08.623.068/0001-39;AVENIDA GOVERNADOR MUNIZ FALCAO;1001;TERREO;SAO FRANCISCO;57607-280;DIESEL S10;01/07/2020;3,477;3,2732;R$ / litro;RAIZEN
NE;AL;PALMEIRA DOS INDIOS;AMORIM & CORREIA LTDA; 08.413.304/0001-92;RUA PEDRO BARBOSA;S/N;;CENTRO;57601-080;GASOLINA;01/07/2020;4,259;3,7361;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;PALMEIRA DOS INDIOS;AMORIM & CORREIA LTDA; 08.413.304/0001-92;RUA PEDRO BARBOSA;S/N;;CENTRO;57601-080;DIESEL S10;01/07/2020;3,499;3,0853;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;RIO LARGO;CDA EMPREENDIMENTOS LTDA; 12.486.809/0004-05;RODOVIA BR 104 AL KM 86;SN;TERREO;MATA DO ROLO;57100-000;GASOLINA;01/07/2020;4,099;3,6569;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;RIO LARGO;CDA EMPREENDIMENTOS LTDA; 12.486.809/0004-05;RODOVIA BR 104 AL KM 86;SN;TERREO;MATA DO ROLO;57100-000;ETANOL;01/07/2020;3,399;3,0921;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;RIO LARGO;CDA EMPREENDIMENTOS LTDA; 12.486.809/0004-05;RODOVIA BR 104 AL KM 86;SN;TERREO;MATA DO ROLO;57100-000;DIESEL;01/07/2020;3,189;2,9707;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;RIO LARGO;CDA EMPREENDIMENTOS LTDA; 12.486.809/0004-05;RODOVIA BR 104 AL KM 86;SN;TERREO;MATA DO ROLO;57100-000;DIESEL S10;01/07/2020;3,199;2,985;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;RIO LARGO;CDA EMPREENDIMENTOS LTDA; 12.486.809/0004-05;RODOVIA BR 104 AL KM 86;SN;TERREO;MATA DO ROLO;57100-000;GNV;01/07/2020;3,449;;R$ / m³;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;RIO LARGO;OLIVEIRA & FREITAS LTDA; 01.600.494/0001-08;LOTEAMENTO VILA RICA QUADRA B;12;MATA DO ROLO;CENTRO;57100-000;GASOLINA;01/07/2020;4,099;3,724;R$ / litro;IPIRANGA
NE;AL;RIO LARGO;OLIVEIRA & FREITAS LTDA; 01.600.494/0001-08;LOTEAMENTO VILA RICA QUADRA B;12;MATA DO ROLO;CENTRO;57100-000;ETANOL;01/07/2020;3,399;2,779;R$ / litro;IPIRANGA
NE;AL;RIO LARGO;OLIVEIRA & FREITAS LTDA; 01.600.494/0001-08;LOTEAMENTO VILA RICA QUADRA B;12;MATA DO ROLO;CENTRO;57100-000;DIESEL S10;01/07/2020;3,829;2,7985;R$ / litro;IPIRANGA
NE;AL;RIO LARGO;AUTO POSTO FORENE LTDA; 05.459.764/0001-63;LOTEAMENTO SAO CAETANO;SN;LOTE  05 E 06             QUADRAF;PREFEITO ANTONIO LINS DE SOUZA;57100-000;GASOLINA;01/07/2020;4,099;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;RIO LARGO;AUTO POSTO FORENE LTDA; 05.459.764/0001-63;LOTEAMENTO SAO CAETANO;SN;LOTE  05 E 06             QUADRAF;PREFEITO ANTONIO LINS DE SOUZA;57100-000;ETANOL;01/07/2020;3,299;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;RIO LARGO;AUTO POSTO FORENE LTDA; 05.459.764/0001-63;LOTEAMENTO SAO CAETANO;SN;LOTE  05 E 06             QUADRAF;PREFEITO ANTONIO LINS DE SOUZA;57100-000;DIESEL;01/07/2020;3,359;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;RIO LARGO;AUTO POSTO FORENE LTDA; 05.459.764/0001-63;LOTEAMENTO SAO CAETANO;SN;LOTE  05 E 06             QUADRAF;PREFEITO ANTONIO LINS DE SOUZA;57100-000;DIESEL S10;01/07/2020;3,399;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;RIO LARGO;AUTO POSTO FORENE LTDA; 05.459.764/0001-63;LOTEAMENTO SAO CAETANO;SN;LOTE  05 E 06             QUADRAF;PREFEITO ANTONIO LINS DE SOUZA;57100-000;GNV;01/07/2020;3,499;;R$ / m³;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;RIO LARGO;AUTO POSTO PIONEIRO LTDA; 05.101.388/0001-30;RODOVIA BR 101 NORTE KM 75;S/N;ZONA RURAL;ZONA RURAL;57100-000;GASOLINA;01/07/2020;4,199;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;RIO LARGO;AUTO POSTO PIONEIRO LTDA; 05.101.388/0001-30;RODOVIA BR 101 NORTE KM 75;S/N;ZONA RURAL;ZONA RURAL;57100-000;ETANOL;01/07/2020;3,399;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;RIO LARGO;AUTO POSTO PIONEIRO LTDA; 05.101.388/0001-30;RODOVIA BR 101 NORTE KM 75;S/N;ZONA RURAL;ZONA RURAL;57100-000;DIESEL;01/07/2020;3,599;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;AL;RIO LARGO;AUTO POSTO PIONEIRO LTDA; 05.101.388/0001-30;RODOVIA BR 101 NORTE KM 75;S/N;ZONA RURAL;ZONA RURAL;57100-000;DIESEL S10;01/07/2020;3,619;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
N;AM;PARINTINS;CACAPAVA COMERCIO DE PETROLEO LTDA; 07.498.919/0001-04;RUA SILVA CAMPOS;1357;;CENTRO;69151-293;GASOLINA;01/07/2020;4,6;;R$ / litro;IPIRANGA
N;AM;PARINTINS;CACAPAVA COMERCIO DE PETROLEO LTDA; 07.498.919/0001-04;RUA SILVA CAMPOS;1357;;CENTRO;69151-293;DIESEL S10;01/07/2020;3,9;;R$ / litro;IPIRANGA
NE;BA;ALAGOINHAS;NOVO PLANALTO COMBUSTIVEIS E SERVICOS LTDA; 08.474.183/0002-70;AVENIDA JURACY MAGALHÃES;S/N;GALPÃO;JARDIM PETROLAR;48005-440;GASOLINA;01/07/2020;4,279;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ALAGOINHAS;NOVO PLANALTO COMBUSTIVEIS E SERVICOS LTDA; 08.474.183/0002-70;AVENIDA JURACY MAGALHÃES;S/N;GALPÃO;JARDIM PETROLAR;48005-440;ETANOL;01/07/2020;3,219;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ALAGOINHAS;NOVO PLANALTO COMBUSTIVEIS E SERVICOS LTDA; 08.474.183/0002-70;AVENIDA JURACY MAGALHÃES;S/N;GALPÃO;JARDIM PETROLAR;48005-440;DIESEL S10;01/07/2020;3,21;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ALAGOINHAS;RPMP COMERCIO DE COMBUSTIVEIS LTDA; 06.041.306/0002-53;AVENIDA JURACY MAGALHAES;S/N;;CENTRO;48005-440;GASOLINA;01/07/2020;4,18;3,527;R$ / litro;BRANCA
NE;BA;ALAGOINHAS;RPMP COMERCIO DE COMBUSTIVEIS LTDA; 06.041.306/0002-53;AVENIDA JURACY MAGALHAES;S/N;;CENTRO;48005-440;ETANOL;01/07/2020;3,18;2,3857;R$ / litro;BRANCA
NE;BA;ALAGOINHAS;RPMP COMERCIO DE COMBUSTIVEIS LTDA; 06.041.306/0002-53;AVENIDA JURACY MAGALHAES;S/N;;CENTRO;48005-440;DIESEL;01/07/2020;2,96;2,69;R$ / litro;BRANCA
NE;BA;ALAGOINHAS;RPMP COMERCIO DE COMBUSTIVEIS LTDA; 06.041.306/0002-53;AVENIDA JURACY MAGALHAES;S/N;;CENTRO;48005-440;DIESEL S10;01/07/2020;3,06;2,8248;R$ / litro;BRANCA
NE;BA;ALAGOINHAS;CPD ENERGETICOS E DERIVADOS DE PETROLEO LTDA.; 08.359.486/0001-60;RODOVIA BR 101, KM 110,5;S/N;;ZONA RURAL;48010-970;GASOLINA;01/07/2020;4,21;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ALAGOINHAS;CPD ENERGETICOS E DERIVADOS DE PETROLEO LTDA.; 08.359.486/0001-60;RODOVIA BR 101, KM 110,5;S/N;;ZONA RURAL;48010-970;ETANOL;01/07/2020;3,21;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ALAGOINHAS;CPD ENERGETICOS E DERIVADOS DE PETROLEO LTDA.; 08.359.486/0001-60;RODOVIA BR 101, KM 110,5;S/N;;ZONA RURAL;48010-970;DIESEL;01/07/2020;2,99;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ALAGOINHAS;CPD ENERGETICOS E DERIVADOS DE PETROLEO LTDA.; 08.359.486/0001-60;RODOVIA BR 101, KM 110,5;S/N;;ZONA RURAL;48010-970;DIESEL S10;01/07/2020;3,09;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;ALAGOINHAS;TORRES FILHO & CIA LTDA; 34.419.432/0001-53;AVENIDA AYRTON SENNA DA SILVA;374;;ALAGOINHAS VELHA;48100-000;GASOLINA;01/07/2020;4,29;3,86;R$ / litro;RAIZEN
NE;BA;ALAGOINHAS;TORRES FILHO & CIA LTDA; 34.419.432/0001-53;AVENIDA AYRTON SENNA DA SILVA;374;;ALAGOINHAS VELHA;48100-000;ETANOL;01/07/2020;3,29;2,83;R$ / litro;RAIZEN
NE;BA;ALAGOINHAS;TORRES FILHO & CIA LTDA; 34.419.432/0001-53;AVENIDA AYRTON SENNA DA SILVA;374;;ALAGOINHAS VELHA;48100-000;DIESEL;01/07/2020;3,16;2,78;R$ / litro;RAIZEN
NE;BA;ALAGOINHAS;TORRES FILHO & CIA LTDA; 34.419.432/0001-53;AVENIDA AYRTON SENNA DA SILVA;374;;ALAGOINHAS VELHA;48100-000;DIESEL S10;01/07/2020;3,22;2,99;R$ / litro;RAIZEN
NE;BA;BARREIRAS;AUTO POSTO BURITI LTDA - ME; 09.192.082/0001-98;RUA JOSE BONIFACIO;1211;;CENTRO;47800-090;GASOLINA;02/07/2020;4,09;;R$ / litro;BRANCA
NE;BA;BARREIRAS;AUTO POSTO BURITI LTDA - ME; 09.192.082/0001-98;RUA JOSE BONIFACIO;1211;;CENTRO;47800-090;ETANOL;02/07/2020;2,89;;R$ / litro;BRANCA
NE;BA;BARREIRAS;POSTO MACAUBENSE LTDA; 40.605.115/0003-96;RODOVIA BR 020;SN;KM 577,5;ZONA RURAL;47800-160;GASOLINA;02/07/2020;3,989;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;BARREIRAS;POSTO MACAUBENSE LTDA; 40.605.115/0003-96;RODOVIA BR 020;SN;KM 577,5;ZONA RURAL;47800-160;ETANOL;02/07/2020;2,849;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;BARREIRAS;POSTO MACAUBENSE LTDA; 40.605.115/0003-96;RODOVIA BR 020;SN;KM 577,5;ZONA RURAL;47800-160;DIESEL;02/07/2020;3,239;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;BARREIRAS;POSTO MACAUBENSE LTDA; 40.605.115/0003-96;RODOVIA BR 020;SN;KM 577,5;ZONA RURAL;47800-160;DIESEL S10;02/07/2020;3,299;;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;BARREIRAS;REDE ROYAL DE AUTO POSTOS EIRELI; 40.462.236/0008-30;AVENIDA CLERISTON ANDRADE;1629;;JD BELA VISTA;47807-510;GASOLINA;02/07/2020;4,09;;R$ / litro;BRANCA
NE;BA;BARREIRAS;REDE ROYAL DE AUTO POSTOS EIRELI; 40.462.236/0008-30;AVENIDA CLERISTON ANDRADE;1629;;JD BELA VISTA;47807-510;ETANOL;02/07/2020;2,94;;R$ / litro;BRANCA
NE;BA;BARREIRAS;REDE ROYAL DE AUTO POSTOS EIRELI; 40.462.236/0008-30;AVENIDA CLERISTON ANDRADE;1629;;JD BELA VISTA;47807-510;DIESEL;02/07/2020;3,34;;R$ / litro;BRANCA
NE;BA;BARREIRAS;REDE ROYAL DE AUTO POSTOS EIRELI; 40.462.236/0008-30;AVENIDA CLERISTON ANDRADE;1629;;JD BELA VISTA;47807-510;DIESEL S10;02/07/2020;3,39;;R$ / litro;BRANCA
NE;BA;IPIRA;CENTRALPOSTO LTDA; 02.730.629/0002-01;RODOVIA BA 052;S/N;P. DE COMBUSTIVEIS;POVOADO PAU FERRO;44600-000;GASOLINA;01/07/2020;4,169;;R$ / litro;HORA
NE;BA;IPIRA;CENTRALPOSTO LTDA; 02.730.629/0002-01;RODOVIA BA 052;S/N;P. DE COMBUSTIVEIS;POVOADO PAU FERRO;44600-000;ETANOL;01/07/2020;3,169;;R$ / litro;HORA
NE;BA;IPIRA;CENTRALPOSTO LTDA; 02.730.629/0002-01;RODOVIA BA 052;S/N;P. DE COMBUSTIVEIS;POVOADO PAU FERRO;44600-000;DIESEL;01/07/2020;3,03;;R$ / litro;HORA
NE;BA;IPIRA;A S VIANA COSTA DANTAS; 02.448.248/0001-45;SITIO SAO JOSE;SN;;SEDE;44600-000;GASOLINA;01/07/2020;4,26;3,8204;R$ / litro;ALESAT
NE;BA;IPIRA;A S VIANA COSTA DANTAS; 02.448.248/0001-45;SITIO SAO JOSE;SN;;SEDE;44600-000;ETANOL;01/07/2020;3,23;;R$ / litro;ALESAT
NE;BA;IPIRA;A S VIANA COSTA DANTAS; 02.448.248/0001-45;SITIO SAO JOSE;SN;;SEDE;44600-000;DIESEL;01/07/2020;2,99;2,9402;R$ / litro;ALESAT
NE;BA;IPIRA;A S VIANA COSTA DANTAS; 02.448.248/0001-45;SITIO SAO JOSE;SN;;SEDE;44600-000;DIESEL S10;01/07/2020;3,09;2,9713;R$ / litro;ALESAT
NE;BA;IRECE;IRECE DERIVADOS DE PETROLEO LTDA - EPP; 09.186.976/0001-75;PRA A DR. MARIO DOURADO SOBRINHO;87-A;TERREO;CENTRO;44900-000;GASOLINA;01/07/2020;4,379;3,6161;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;IRECE;IRECE DERIVADOS DE PETROLEO LTDA - EPP; 09.186.976/0001-75;PRA A DR. MARIO DOURADO SOBRINHO;87-A;TERREO;CENTRO;44900-000;ETANOL;01/07/2020;3,079;2,6106;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
NE;BA;IRECE;IRECE DERIVADOS DE PETROLEO LTDA - EPP; 09.186.976/0001-75;PRA A DR. MARIO DOURADO SOBRINHO;87-A;TERREO;CENTRO;44900-000;DIESEL;01/07/2020;3,229;2,7857;R$ / litro;PETROBRAS DISTRIBUIDORA S.A.
